,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,CLEAN_TP9,CLEAN_AF7,CLEAN_AF8,CLEAN_TP10
47:53.4,24.46558899,-17.40584145,0.804475803,7.749635963,18.72561364,-3.820819668,0.949368346,18.5098492
47:53.4,20.83921536,-15.79411983,2.819127817,19.83754805,15.07258927,-3.668174364,1.130411731,14.91799995
47:53.4,16.00405053,-12.97360701,4.833779832,27.49322571,11.9645133,-3.54062887,1.285631799,11.86645163
47:53.4,28.49489302,-12.57067661,7.654292652,26.2844345,9.494552901,-3.444171985,1.411711691,9.446782795
47:53.4,26.88317141,-13.37653742,6.848431847,26.2844345,7.295671788,-3.358940509,1.524133869,7.296419306
47:53.4,25.2714498,-14.18239822,6.445501444,37.16355538,5.568885526,-3.294356433,1.613485944,5.614458163
47:53.4,30.50954503,-14.18239822,6.445501444,51.26611948,3.982415893,-3.23961696,1.698362766,4.070267876
47:53.4,38.9710835,-8.944302984,8.057223055,45.22216344,2.518003875,-3.193682995,1.779504034,2.645792849
47:53.4,45.01503954,-6.123790163,6.042571041,27.49322571,1.525785143,-3.170676384,1.839041051,1.688774983
47:53.4,43.00038752,-4.914998955,4.430849429,28.70201692,0.947490793,-3.168858763,1.880343702,1.141048673
47:53.4,32.92712745,-6.526720566,4.027919026,35.14890336,0.213426251,-3.156771196,1.927020837,0.440412806
47:53.4,19.22749375,-8.138442178,4.027919026,33.94011215,-0.670825094,-3.134100826,1.978442156,-0.40738166
47:53.4,34.94177947,-8.944302984,7.251362249,23.06099128,-1.45967377,-3.115358206,2.025044398,-1.160428015
47:53.4,40.58280511,-8.541372581,7.654292652,10.97307919,-2.287270328,-3.092946894,2.072266576,-1.951051884
47:53.4,21.64507617,-3.303277343,6.042571041,21.85220007,-2.714595933,-3.089530955,2.100900811,-2.345388656
47:53.4,24.06265859,-3.303277343,6.042571041,15.80824402,-2.7037697,-3.107169968,2.109358317,-2.306073337
47:53.5,28.09196262,-4.512068552,5.236710235,9.361357575,-2.577415149,-3.128588579,2.111357628,-2.151725438
47:53.5,31.31540584,-4.914998955,6.848431847,19.43461765,-2.230058472,-3.159196424,2.102262539,-1.778116268
47:53.5,28.09196262,-4.512068552,5.236710235,9.361357575,-2.028213657,-3.189134548,2.103895236,-1.550399982
47:53.5,28.09196262,-4.512068552,5.236710235,9.361357575,-2.038280673,-3.215718385,2.119635925,-1.534446375
47:53.5,28.09196262,-4.512068552,5.236710235,9.361357575,-2.006914282,-3.247683113,2.135628199,-1.478499631
47:53.5,28.09196262,-4.512068552,5.236710235,9.361357575,-2.043949036,-3.281877846,2.158286636,-1.491931048
47:53.5,28.09196262,-4.512068552,5.236710235,9.361357575,-2.004971391,-3.320351298,2.177842105,-1.430293137
47:53.5,24.06265859,-7.332581372,8.057223055,11.37600959,-1.86969033,-3.363846075,2.193213007,-1.273448997
47:53.5,14.79525932,-6.526720566,5.639640638,17.82289604,-1.807668812,-3.408536959,2.214965107,-1.190573372
47:53.5,13.18353771,-6.929650969,5.639640638,22.65806087,-1.789297968,-3.454883954,2.241121611,-1.152074491
47:53.5,31.71833624,-4.109138149,5.236710235,31.11959933,-1.41616669,-3.517330944,2.250345591,-0.76230961
47:53.5,28.09196262,-1.691555731,4.833779832,25.8815041,-0.677047959,-3.596587301,2.242229807,-0.010244519
47:53.5,12.3776769,-5.317929358,5.639640638,11.37600959,0.255583043,-3.686028094,2.225774702,0.932945752
47:53.5,13.98939851,-6.929650969,4.430849429,20.64340886,1.483586456,-3.789452056,2.19559348,2.16836724
47:53.5,11.16888569,-7.332581372,3.624988623,17.41996563,2.732314011,-3.897623427,2.166857111,3.423017942
47:53.5,11.5718161,-6.123790163,4.430849429,10.57014878,3.983686497,-4.009930878,2.140562909,4.678914139
47:53.5,18.82456335,-5.317929358,6.042571041,6.137914352,5.460091501,-4.134224695,2.104665831,6.156960686
47:53.5,12.78060731,-5.317929358,7.654292652,25.47857369,7.101690609,-4.268546197,2.062506101,7.79764849
47:53.5,0.692695217,-5.317929358,10.87773588,16.61410483,8.32131904,-4.376003278,2.035688024,9.020829325
47:53.5,5.527860052,-6.526720566,9.266014264,-4.741206528,9.086011659,-4.453857209,2.025004811,9.794036244
47:53.5,14.79525932,-5.72085976,9.668944667,-1.114832901,9.629831557,-4.518106212,2.022662097,10.34823792
47:53.5,16.80991133,-6.929650969,12.48945749,13.79359201,9.790479556,-4.558388001,2.034528735,10.52308574
47:53.5,10.76595529,-4.914998955,10.47480547,8.555496769,9.96034607,-4.59789475,2.045246516,10.70652913
47:53.5,14.39232892,-3.706207746,8.460153458,-4.338276125,10.15144926,-4.637468996,2.054430131,10.91039582
47:53.5,20.43628496,-8.541372581,6.042571041,7.749635963,10.02204493,-4.656190671,2.075003204,10.79689987
47:53.5,13.98939851,-8.541372581,8.863083861,32.73132095,9.646503306,-4.658421169,2.104034601,10.43955331
47:53.5,5.527860052,-8.138442178,11.68359668,6.540844754,9.366884348,-4.667850615,2.130327239,10.17587174
47:53.5,3.513208037,-8.944302984,10.07187507,-21.26135305,9.165425717,-4.683570667,2.154667257,9.988238081
47:53.5,15.60112013,-5.72085976,10.47480547,-16.82911861,8.921304445,-4.696701326,2.180688802,9.757495093
47:53.6,9.960094484,-7.735511775,6.848431847,-3.129484916,8.711402989,-4.712661784,2.205936054,9.559464291
47:53.6,-15.4245209,-10.15309419,8.460153458,9.764287978,8.234481667,-4.711412863,2.240792676,9.096696889
47:53.6,-3.336608813,-8.541372581,12.08652708,-12.79981459,7.468645672,-4.691447931,2.285983235,8.347557503
47:53.6,-14.21572969,-10.15309419,12.08652708,-3.935345722,6.622068553,-4.666895451,2.334511558,7.517499207
47:53.6,-14.21572969,-10.15309419,12.08652708,-3.935345722,5.622658536,-4.632973979,2.388872858,6.535313599
47:53.6,-14.21572969,-10.15309419,12.08652708,-3.935345722,4.942130327,-4.616830801,2.430135926,5.867614269
47:53.6,-14.21572969,-10.15309419,12.08652708,-3.935345722,4.645356434,-4.622430267,2.455844503,5.578500677
47:53.6,-14.21572969,-10.15309419,12.08652708,-3.935345722,4.454798905,-4.63333433,2.476845064,5.393492819
47:53.6,-14.21572969,-10.15309419,12.08652708,-3.935345722,4.508000085,-4.657513255,2.487653287,5.448615473
47:53.6,-2.530748007,-8.138442178,15.30997031,6.943775157,4.576869115,-4.682312723,2.497723941,5.518104182
47:53.6,5.124929649,-8.944302984,16.51876152,12.5848008,4.641442601,-4.706543529,2.507834331,5.582192406
47:53.6,20.43628496,-3.706207746,17.32462232,-1.517763304,4.938302968,-4.743640365,2.508376291,5.874929866
47:53.6,11.5718161,-4.914998955,14.5041095,-10.78516257,5.422709987,-4.79112196,2.501206169,6.352011205
47:53.6,6.736651261,-7.332581372,10.87773588,-9.576371363,5.675173568,-4.823942107,2.502590763,6.598620088
47:53.6,23.25679778,-6.526720566,11.28066628,6.943775157,5.692496899,-4.841824501,2.512601576,6.611586838
47:53.6,18.01870254,-7.735511775,9.668944667,7.749635963,5.649226583,-4.85531083,2.524548219,6.563450538
47:53.6,-10.99228647,-8.541372581,5.639640638,6.943775157,5.441681923,-4.858183083,2.542434881,6.351671425
47:53.6,-13.81279929,-10.15309419,2.819127817,-1.114832901,5.378729861,-4.868674789,2.554155825,6.281672771
47:53.6,-3.739539216,-11.7648158,4.027919026,-4.338276125,5.481884372,-4.88806313,2.558873772,6.374702468
47:53.6,-0.113165589,-13.37653742,5.639640638,9.361357575,5.512479698,-4.902164786,2.565886301,6.394728361
47:53.6,11.5718161,-11.7648158,6.445501444,4.123262337,5.540160323,-4.915081036,2.572458582,6.410599983
47:53.6,15.19818972,-10.15309419,4.833779832,4.52619274,5.557970282,-4.913692403,2.570899979,6.416939822
47:53.6,9.154233678,-10.958955,7.654292652,17.41996563,5.53890184,-4.895064563,2.561430764,6.387176335
47:53.6,13.18353771,-8.541372581,8.460153458,5.734983949,5.536121439,-4.868252888,2.545676415,6.373151879
47:53.6,11.9747465,-7.735511775,6.042571041,-6.352928139,5.540949043,-4.829021474,2.521645036,6.366705463
47:53.6,6.333720858,-3.303277343,6.848431847,-20.45549224,5.500779927,-4.781494149,2.495930704,6.314922279
47:53.6,18.01870254,-0.885694925,8.057223055,-18.44084023,5.418932245,-4.726086694,2.468542575,6.221032937
47:53.6,12.78060731,-5.72085976,6.042571041,5.332053546,5.312515077,-4.656765199,2.434396914,6.102778838
47:53.6,7.945442469,-7.735511775,2.416197414,24.26978248,5.170014647,-4.574108569,2.394735231,5.948598186
47:53.7,23.25679778,-6.929650969,2.819127817,26.2844345,5.084479231,-4.492757781,2.351645066,5.849379862
47:53.7,11.9747465,-4.512068552,6.848431847,3.317401531,5.063875501,-4.412875213,2.304622603,5.813014367
47:53.7,7.542512067,-6.929650969,8.863083861,-12.39688418,5.05460745,-4.327508205,2.253395557,5.786932675
47:53.7,26.0773106,-6.929650969,6.445501444,11.37600959,5.08129433,-4.24017059,2.198291714,5.795207877
47:53.7,11.9747465,-12.16774621,4.833779832,3.317401531,5.094693199,-4.14039397,2.136503726,5.790029568
47:53.7,1.901486426,-12.97360701,6.848431847,-7.158788945,5.089096749,-4.027160481,2.06782996,5.765811207
47:53.7,11.9747465,-12.16774621,4.833779832,3.317401531,5.109554203,-3.908423497,1.993823924,5.766439705
47:53.7,11.9747465,-12.16774621,4.833779832,3.317401531,5.144755729,-3.781643936,1.91375748,5.780931506
47:53.7,11.9747465,-12.16774621,4.833779832,3.317401531,5.112652645,-3.650818685,1.836389621,5.727043436
47:53.7,11.9747465,-12.16774621,4.833779832,3.317401531,5.010733566,-3.517096998,1.762633491,5.602109427
47:53.7,11.9747465,-12.16774621,4.833779832,3.317401531,4.869711938,-3.376642295,1.687745388,5.437165212
47:53.7,4.319068843,-3.706207746,6.042571041,-2.32362411,4.667762589,-3.230720398,1.614183295,5.210290982
47:53.7,-0.516095992,-6.929650969,4.833779832,0.899819113,4.462346059,-3.078629577,1.53713012,4.978786959
47:53.7,8.348372872,-11.3618854,5.639640638,17.01703523,4.255436061,-2.919995344,1.45620218,4.744639742
47:53.7,21.24214577,-7.332581372,4.430849429,2.108610322,3.999134708,-2.756264987,1.375958038,4.459934821
47:53.7,30.10661463,-2.90034694,6.445501444,3.720331934,3.704764722,-2.587235123,1.295408828,4.135951197
47:53.7,26.88317141,-3.303277343,8.863083861,20.24047845,3.410660997,-2.406504912,1.207622801,3.811628537
47:53.7,4.319068843,-6.929650969,8.057223055,12.9877312,3.113871277,-2.213688586,1.11258458,3.484047827
47:53.7,-4.948330424,-7.332581372,8.057223055,-7.561719348,2.803031077,-2.011679249,1.012974964,3.141512134
47:53.7,-8.171773648,-8.541372581,6.848431847,-4.338276125,2.486569676,-1.798748378,0.907069648,2.792603244
47:53.7,4.319068843,-6.123790163,6.848431847,-1.920693707,2.128389475,-1.578851219,0.800099917,2.400857154
47:53.7,16.00405053,-3.303277343,8.460153458,-7.964649751,1.726256172,-1.352203508,0.692372694,1.963997025
47:53.7,11.16888569,-4.512068552,7.654292652,0.093958308,1.304505114,-1.115319919,0.579850438,1.50666288
47:53.7,26.0773106,-4.512068552,4.430849429,-14.4115362,0.85462075,-0.868995609,0.463681896,1.020250424
47:53.7,28.49489302,-5.72085976,2.819127817,-0.711902498,0.490342026,-0.657147679,0.36209978,0.623566337
47:53.7,22.45093698,-2.497416537,6.445501444,23.86685208,0.225248578,-0.483781556,0.276516615,0.330744846
47:53.7,4.721999246,-4.512068552,5.236710235,5.332053546,-0.000531014,-0.328827875,0.199210607,0.079479512
47:53.7,-0.516095992,-9.347233387,-1.210176212,-16.82911861,-0.153875652,-0.204870957,0.135363962,-0.095624297
47:53.7,0.692695217,-6.123790163,1.207406206,-2.726554513,-0.294805822,-0.085787086,0.073537226,-0.257423743
47:53.8,-4.545400021,-5.72085976,2.416197414,2.108610322,-0.426792832,0.02938537,0.013405697,-0.409493676
47:53.8,15.60112013,-5.317929358,-2.418967421,-0.711902498,-0.489888981,0.116157614,-0.03459559,-0.489106501
47:53.8,13.58646811,-7.735511775,-2.418967421,-1.517763304,-0.495229868,0.179312399,-0.07255081,-0.507898812
47:53.8,13.18353771,-7.735511775,1.207406206,-13.60567539,-0.533142883,0.249210636,-0.112154892,-0.559974951
47:53.8,13.98939851,-5.317929358,0.4015454,-7.964649751,-0.602606794,0.324874544,-0.152885739,-0.644212535
47:53.8,14.39232892,-5.317929358,4.430849429,2.914471128,-0.66633042,0.394307795,-0.190248938,-0.721755274
47:53.8,36.55350108,-1.288625328,9.266014264,-8.367580154,-0.74576322,0.464461318,-0.226863156,-0.814917209
47:53.8,26.480241,-1.288625328,8.863083861,-7.158788945,-0.770655663,0.510199147,-0.252696166,-0.850382218
47:53.8,36.55350108,-1.288625328,9.266014264,-8.367580154,-0.735494261,0.529485571,-0.26692309,-0.822370231
47:53.8,36.55350108,-1.288625328,9.266014264,-8.367580154,-0.692142492,0.540127173,-0.276490061,-0.784925148
47:53.8,36.55350108,-1.288625328,9.266014264,-8.367580154,-0.624059359,0.536058967,-0.27894566,-0.720757239
47:53.8,36.55350108,-1.288625328,9.266014264,-8.367580154,-0.593546735,0.548208261,-0.288495741,-0.695633533
47:53.8,36.55350108,-1.288625328,9.266014264,-8.367580154,-0.611889862,0.581204682,-0.307116492,-0.721368778
47:53.8,13.18353771,-1.288625328,8.460153458,14.19652241,-0.637361236,0.615797528,-0.326194229,-0.754018508
47:53.8,8.348372872,0.726026686,8.863083861,15.00238322,-0.688831585,0.661049127,-0.34984474,-0.813465601
47:53.8,20.03335456,0.323096284,10.07187507,2.914471128,-0.74172442,0.702784392,-0.3712516,-0.873567861
47:53.8,18.42163295,1.128957089,7.654292652,-7.158788945,-0.793077379,0.739521415,-0.389733293,-0.931181007
47:53.8,-2.93367841,4.352400313,4.027919026,-20.05256184,-0.872142917,0.786380209,-0.41232828,-1.017230973
47:53.8,10.36302489,5.561191522,4.430849429,-11.59102338,-0.974211063,0.840509336,-0.437648064,-1.126683299
47:53.8,20.03335456,2.337748298,5.236710235,1.302749516,-1.033962337,0.872413737,-0.452602268,-1.190801751
47:53.8,22.85386738,2.740678701,7.251362249,-11.59102338,-1.050062988,0.881607727,-0.45699617,-1.208177257
47:53.8,23.65972818,2.337748298,6.848431847,-13.20274499,-1.051226984,0.880472283,-0.456226021,-1.208951782
47:53.8,7.139581664,-0.885694925,6.848431847,12.9877312,-1.021095063,0.861593323,-0.446997404,-1.17589596
47:53.8,9.960094484,-1.691555731,8.057223055,-0.711902498,-1.005637609,0.846118098,-0.43876389,-1.157391961
47:53.8,5.124929649,-5.317929358,4.027919026,-15.217397,-1.008255871,0.83544827,-0.432125596,-1.156990459
47:53.8,8.348372872,-0.079834119,6.042571041,10.57014878,-0.992593691,0.812894064,-0.41962908,-1.136402405
47:53.8,10.76595529,1.934817895,7.251362249,1.705679919,-0.969001708,0.783132725,-0.403351825,-1.106501755
47:53.8,3.513208037,-2.90034694,4.027919026,-22.87307466,-0.953421894,0.762681529,-0.392119433,-1.086566034
47:53.8,11.16888569,-2.497416537,3.22205822,-23.67893546,-0.943348486,0.751287275,-0.385960352,-1.074195521
47:53.9,3.513208037,-6.123790163,3.624988623,-8.770510557,-0.93866241,0.744481102,-0.382183757,-1.06806529
47:53.9,0.692695217,-6.526720566,7.654292652,5.332053546,-0.942873899,0.746510751,-0.383102126,-1.072582412
47:53.9,19.22749375,-5.317929358,8.057223055,-5.949997736,-0.938196158,0.743808913,-0.381805187,-1.067557609
47:53.9,28.49489302,-9.75016379,3.624988623,-16.02325781,-0.924651675,0.736135499,-0.378146437,-1.052943925
47:53.9,-1.724887201,-9.75016379,-0.404315406,-23.27600506,-0.91407122,0.734000148,-0.377619808,-1.042568089
47:53.9,-17.84210332,-4.512068552,2.819127817,-2.726554513,-0.902853467,0.734734274,-0.378873661,-1.032361405
47:53.9,-19.05089453,-2.094486134,3.624988623,-8.770510557,-0.893298868,0.732473596,-0.378197322,-1.022901352
47:53.9,-11.39521687,-7.735511775,2.013267011,-24.48479627,-0.886912608,0.728031897,-0.375973564,-1.015806352
47:53.9,2.707347231,-6.526720566,2.819127817,-11.18809297,-0.880178709,0.722538309,-0.373139688,-1.008100149
47:53.9,-2.93367841,-4.109138149,-0.001385003,-17.63497942,-0.874073882,0.714804113,-0.368906588,-1.00037439
47:53.9,2.707347231,-6.526720566,2.819127817,-11.18809297,-0.870715133,0.711326579,-0.367047522,-0.996332552
47:53.9,2.707347231,-6.526720566,2.819127817,-11.18809297,-0.869959597,0.712450935,-0.367781566,-0.995932182
47:53.9,2.707347231,-6.526720566,2.819127817,-11.18809297,-0.871718975,0.714095646,-0.368648526,-0.998001377
47:53.9,2.707347231,-6.526720566,2.819127817,-11.18809297,-0.876541945,0.717806822,-0.370543105,-1.003462212
47:53.9,2.707347231,-6.526720566,2.819127817,-11.18809297,-0.86244483,0.706435057,-0.364687976,-0.987370688
47:53.9,-3.336608813,-2.90034694,2.013267011,-11.59102338,-0.827446388,0.677966984,-0.350009366,-0.947354224
47:53.9,12.3776769,0.323096284,6.848431847,-18.84377063,-0.782408296,0.641672492,-0.331325417,-0.895950504
47:53.9,3.110277634,-0.885694925,3.624988623,-30.52875231,-0.721172237,0.59261413,-0.30609671,-0.826136642
47:53.9,-8.574704051,-2.90034694,0.804475803,-14.00860579,-0.656453405,0.539794905,-0.278846438,-0.75209433
47:53.9,3.513208037,-2.90034694,3.22205822,-5.547067333,-0.589006422,0.483835291,-0.249895095,-0.674688561
47:53.9,6.736651261,-4.512068552,3.22205822,-7.158788945,-0.507021645,0.415823187,-0.214709077,-0.580600707
47:53.9,-14.61866009,-6.526720566,2.013267011,-13.20274499,-0.413000198,0.337495474,-0.174157529,-0.472611445
47:53.9,-18.64796412,-11.7648158,1.207406206,0.899819113,-0.322313053,0.262535948,-0.135400934,-0.368608645
47:53.9,-13.40986889,-14.58532863,-1.210176212,-0.711902498,-0.234688167,0.190870302,-0.098414032,-0.268320223
47:53.9,-8.977634454,-11.3618854,-4.030689033,-20.45549224,-0.144275662,0.116947656,-0.060264307,-0.164847386
47:53.9,2.707347231,-7.332581372,1.207406206,-25.69358748,-0.054748473,0.044075693,-0.022685687,-0.062474521
47:53.9,18.82456335,-2.90034694,4.833779832,-21.66428345,0.046149804,-0.03822814,0.019772396,0.052947775
47:53.9,20.83921536,-4.109138149,0.804475803,-3.935345722,0.159240724,-0.130718095,0.067506485,0.182381644
47:53.9,-2.530748007,-5.317929358,2.416197414,-1.517763304,0.275480142,-0.225516637,0.116408512,0.31534829
47:53.9,-10.99228647,-5.317929358,2.416197414,-1.517763304,0.397677543,-0.325033766,0.167732196,0.455093012
47:53.9,-6.962982439,-6.929650969,2.416197414,-6.755858542,0.494263956,-0.403821014,0.208376236,0.565582936
47:53.9,-3.739539216,-8.541372581,4.027919026,-19.64963144,0.561091062,-0.458456628,0.236572094,0.642062535
47:53.9,-5.351260827,-10.15309419,1.610336608,-7.158788945,0.615001142,-0.502617905,0.259370064,0.703782258
47:53.9,-10.18642566,-9.347233387,0.804475803,-2.726554513,0.646628581,-0.528727705,0.272866862,0.740044927
47:53.9,-6.962982439,-8.138442178,1.610336608,-8.770510557,0.671977482,-0.549560573,0.283627682,0.769084011
47:53.9,-3.739539216,-7.735511775,2.819127817,-3.532415319,0.691891057,-0.565792219,0.292000034,0.791860881
47:53.9,7.945442469,-12.16774621,-0.404315406,-7.964649751,0.689800405,-0.564093749,0.291124454,0.789471117
47:53.9,2.707347231,-12.16774621,-2.418967421,-5.144136931,0.668543075,-0.546716298,0.282156617,0.76514387
47:53.9,-15.8274513,-9.347233387,-1.613106615,0.093958308,0.654065426,-0.534880525,0.276048577,0.74857525
47:53.9,-18.24503372,-4.914998955,1.610336608,0.899819113,0.646043811,-0.52834379,0.272677054,0.739400695
47:53.9,-19.05089453,-3.706207746,1.610336608,0.496888711,0.633417313,-0.518008988,0.267342519,0.724947296
47:54.0,-19.05089453,-3.706207746,1.610336608,0.496888711,0.62227742,-0.508862296,0.262618724,0.712187982
47:54.0,-19.05089453,-3.706207746,1.610336608,0.496888711,0.592454221,-0.484461724,0.250024694,0.678052316
47:54.0,-19.05089453,-3.706207746,1.610336608,0.496888711,0.542225694,-0.443393612,0.228830371,0.62056801
47:54.0,-19.05089453,-3.706207746,1.610336608,0.496888711,0.486350965,-0.397705309,0.205251345,0.556620893
47:54.0,-19.05089453,-3.706207746,1.610336608,0.496888711,0.419984888,-0.343444126,0.1772485,0.480668252
47:54.0,-10.18642566,-8.944302984,1.610336608,-5.144136931,0.360649144,-0.294925865,0.152208982,0.412760119
47:54.0,0.692695217,-7.735511775,1.610336608,-18.84377063,0.311448118,-0.254686812,0.131441541,0.356448807
47:54.0,3.91613844,-9.347233387,0.804475803,-2.32362411,0.260418448,-0.212956447,0.109904807,0.298045712
47:54.0,15.60112013,-10.5560246,3.624988623,0.496888711,0.212795341,-0.174012733,0.08980632,0.243541637
47:54.0,20.03335456,-14.58532863,4.833779832,-3.129484916,0.161537742,-0.132096519,0.068173718,0.184877824
47:54.0,0.289764814,-12.57067661,4.027919026,5.734983949,0.105690978,-0.086428608,0.044604996,0.120962055
47:54.0,-15.8274513,-10.5560246,2.416197414,-14.8144666,0.05341531,-0.043680433,0.022543077,0.061133223
47:54.0,-23.88605936,-12.57067661,0.4015454,-24.88772667,0.003270351,-0.002674283,0.001380169,0.003742867
47:54.0,-22.67726815,-8.138442178,2.416197414,-18.03790982,-0.063484021,0.051913942,-0.0267923,-0.072656698
47:54.0,-8.574704051,-6.123790163,4.430849429,-24.88772667,-0.147351294,0.120496199,-0.062186956,-0.16864177
47:54.0,-3.336608813,-10.5560246,2.416197414,-18.03790982,-0.240247221,0.19646165,-0.101392013,-0.274960035
47:54.0,-14.61866009,-10.5560246,1.207406206,2.108610322,-0.346954108,0.283720979,-0.146425733,-0.397084775
47:54.0,-2.93367841,-8.541372581,1.610336608,4.929123143,-0.454495964,0.371663102,-0.191811837,-0.520165128
47:54.0,11.9747465,-7.735511775,2.819127817,-15.62032741,-0.562018285,0.459589249,-0.237189697,-0.643223123
47:54.0,-3.739539216,-9.75016379,-0.001385003,-13.20274499,-0.679997593,0.556066575,-0.286980739,-0.778249012
47:54.0,-13.81279929,-9.75016379,1.207406206,-3.532415319,-0.805602064,0.658779363,-0.339989844,-0.922001809
47:54.0,-16.23038171,-7.735511775,1.207406206,4.123262337,-0.89730988,0.733773233,-0.378693476,-1.026960293
47:54.0,-10.18642566,-5.72085976,1.207406206,-3.129484916,-0.952133878,0.77860544,-0.401830957,-1.089705696
47:54.0,0.692695217,-4.512068552,7.251362249,-25.29065708,-0.987564007,0.807578352,-0.416783605,-1.130255049
47:54.0,-9.380564857,-4.109138149,4.430849429,-32.14047393,-0.991909945,0.811132234,-0.41861773,-1.135228923
47:54.0,-15.4245209,-4.109138149,-1.613106615,-10.78516257,-0.991578727,0.810861381,-0.418477946,-1.134849848
47:54.0,1.498556023,-3.706207746,1.610336608,3.720331934,-0.987393731,0.807439109,-0.416711743,-1.130060171
47:54.0,15.19818972,-2.497416537,2.819127817,-8.770510557,-0.955581138,0.781424429,-0.403285811,-1.093651043
47:54.0,5.930790455,-2.497416537,4.027919026,-14.8144666,-0.901039107,0.7368228,-0.380267329,-1.031228349
47:54.1,-0.919026395,-4.914998955,4.833779832,2.108610322,-0.849813206,0.694932929,-0.35864836,-0.972600925
47:54.1,-0.919026395,-4.109138149,6.445501444,16.21117443,-0.800741646,0.654804766,-0.337938592,-0.916439118
47:54.1,-0.919026395,-4.914998955,4.833779832,2.108610322,-0.744051226,0.608446297,-0.314013421,-0.851557619
47:54.1,-0.919026395,-4.914998955,4.833779832,2.108610322,-0.6856106,0.5606566,-0.289349607,-0.784673031
47:54.1,-0.919026395,-4.914998955,4.833779832,2.108610322,-0.603033414,0.493129283,-0.254499393,-0.690164441
47:54.1,-0.919026395,-4.914998955,4.833779832,2.108610322,-0.494565368,0.40442977,-0.208722407,-0.566024075
47:54.1,-0.919026395,-4.914998955,4.833779832,2.108610322,-0.375771676,0.307286484,-0.158587669,-0.430066134
47:54.1,-8.977634454,-0.885694925,5.236710235,-12.79981459,-0.241239271,0.197272897,-0.10181069,-0.276095425
47:54.1,3.110277634,-0.885694925,3.22205822,-17.63497942,-0.122721488,0.100355234,-0.051792394,-0.140453257
47:54.1,3.110277634,-0.482764522,5.639640638,-1.517763304,-0.024688502,0.02018897,-0.010419338,-0.028255692
47:54.1,-5.351260827,-0.079834119,6.042571041,2.511540725,0.072015304,-0.058890361,0.030392762,0.082420644
47:54.1,5.124929649,-1.691555731,6.042571041,3.720331934,0.158146875,-0.129324269,0.066743041,0.180997184
47:54.1,13.58646811,-1.288625328,4.430849429,-11.59102338,0.248835204,-0.203484455,0.105016417,0.284788878
47:54.1,13.18353771,0.726026686,4.430849429,-9.576371363,0.345537951,-0.28256292,0.14582807,0.395464002
47:54.1,16.80991133,-2.094486134,6.445501444,-11.18809297,0.432499636,-0.353675651,0.182528683,0.494990596
47:54.1,13.58646811,-5.317929358,3.624988623,0.496888711,0.512751937,-0.419301798,0.216397721,0.586838384
47:54.1,16.00405053,-4.512068552,3.22205822,10.57014878,0.61538528,-0.503229995,0.259712276,0.704301002
47:54.1,7.139581664,-3.706207746,4.027919026,2.108610322,0.740766982,-0.605760614,0.312627365,0.847798843
47:54.1,-10.18642566,-4.109138149,5.236710235,-4.741206528,0.876816945,-0.717015179,0.370044802,1.003506377
47:54.1,-8.574704051,-5.72085976,6.848431847,-5.949997736,1.030807409,-0.842940551,0.435033704,1.179746599
47:54.1,-10.58935606,-7.332581372,5.236710235,5.734983949,1.181616909,-0.966264697,0.498680138,1.352346246
47:54.1,-0.113165589,-6.929650969,4.833779832,-2.726554513,1.327844566,-1.08584205,0.560392887,1.519702028
47:54.1,5.930790455,-3.706207746,6.042571041,12.9877312,1.486026504,-1.215194991,0.627150726,1.700739341
47:54.1,-0.113165589,-2.497416537,6.042571041,4.123262337,1.651470823,-1.350486729,0.696973521,1.890088362
47:54.1,15.19818972,-8.138442178,4.027919026,-30.52875231,1.781923918,-1.457164468,0.752028901,2.039390349
47:54.1,9.960094484,-11.7648158,0.804475803,-22.87307466,1.874938451,-1.533226903,0.79128401,2.145844357
47:54.1,-9.380564857,-9.75016379,2.013267011,-8.770510557,1.94697435,-1.592134105,0.821685463,2.22828857
47:54.1,-13.81279929,-8.138442178,3.624988623,-3.532415319,1.986252149,-1.624253442,0.838261951,2.273241536
47:54.1,-17.03624251,-8.944302984,4.027919026,-9.576371363,2.020989092,-1.652659502,0.852922052,2.312997547
47:54.2,-0.516095992,-10.5560246,2.819127817,-10.78516257,2.05187971,-1.677920239,0.865958882,2.348351485
47:54.2,4.319068843,-10.15309419,1.207406206,-9.979301766,2.05415871,-1.679783886,0.866920693,2.350959773
47:54.2,-5.351260827,-11.3618854,-0.404315406,9.764287978,2.033052801,-1.662524575,0.858013324,2.326804316
47:54.2,3.513208037,-10.5560246,0.804475803,9.361357575,2.012912921,-1.64605523,0.84951365,2.303754466
47:54.2,-5.351260827,-11.3618854,-0.404315406,9.764287978,1.992305964,-1.629203936,0.840816855,2.280170054
47:54.2,-5.351260827,-11.3618854,-0.404315406,9.764287978,1.962462114,-1.604799191,0.828221795,2.246014129
47:54.2,-5.351260827,-11.3618854,-0.404315406,9.764287978,1.928737932,-1.577221314,0.813989112,2.207417211
47:54.2,-5.351260827,-11.3618854,-0.404315406,9.764287978,1.86936021,-1.528665309,0.788929814,2.139460127
47:54.2,-5.351260827,-11.3618854,-0.404315406,9.764287978,1.782614902,-1.457729519,0.752320518,2.040181172
47:54.2,18.01870254,-9.75016379,0.804475803,-16.02325781,1.683286963,-1.37650431,0.71040095,1.926501549
